OrderID,CustomerID,ProductID,Quantity,OrderDate,Status
12668,4088,3664,3,17-08-2024,Cancelled
12669,2352,2012,5,17-08-2024,Cancelled
12670,3437,731,4,17-08-2024,Delivered
12671,2149,2453,3,17-08-2024,Delivered
12672,224,48,3,17-08-2024,Cancelled
12673,3139,3386,1,17-08-2024,Cancelled
12674,4142,3004,5,17-08-2024,Shipped
12675,1002,4426,1,17-08-2024,Delivered
12676,4496,4199,5,17-08-2024,Processing
12677,4308,1229,4,17-08-2024,Shipped
12678,928,2300,3,17-08-2024,Processing
12679,2562,2040,5,17-08-2024,Cancelled
12680,4349,3066,1,17-08-2024,Cancelled
12681,2183,1915,3,17-08-2024,Delivered
12682,1125,2145,3,17-08-2024,Cancelled
12683,2549,4309,5,17-08-2024,Delivered
12684,2911,2291,2,17-08-2024,Processing
12685,3988,3500,2,17-08-2024,Processing
12686,4278,4987,2,17-08-2024,Processing
12687,4717,4930,3,17-08-2024,Processing
12688,1684,1789,4,17-08-2024,Cancelled
12689,4880,3451,5,17-08-2024,Shipped
12690,3356,4929,2,17-08-2024,Shipped
12691,418,2466,1,17-08-2024,Delivered
12692,3143,1207,1,17-08-2024,Shipped
12693,496,2487,1,17-08-2024,Shipped
12694,2709,2302,5,17-08-2024,Processing
12695,2179,1989,1,17-08-2024,Delivered
12696,560,1075,4,17-08-2024,Shipped
12697,1608,2374,3,17-08-2024,Shipped
12698,4493,1140,3,17-08-2024,Delivered
12699,3878,213,2,17-08-2024,Processing
12700,164,4864,3,17-08-2024,Cancelled
12701,4173,3550,4,17-08-2024,Shipped
12702,3330,2204,4,17-08-2024,Delivered
12703,229,1488,5,17-08-2024,Shipped
12704,4111,3205,3,17-08-2024,Processing
12705,1897,1172,3,17-08-2024,Shipped
12706,2272,1810,4,17-08-2024,Delivered
12707,4876,2781,4,17-08-2024,Delivered
12708,3828,4925,5,17-08-2024,Shipped
12709,2094,3771,5,17-08-2024,Cancelled
12710,2733,2758,3,17-08-2024,Processing
12711,583,1111,1,17-08-2024,Processing
12712,3400,2893,1,17-08-2024,Shipped
12713,1883,2626,3,17-08-2024,Processing
12714,2175,4795,3,17-08-2024,Cancelled
12715,2165,2158,1,17-08-2024,Shipped
12716,4180,3428,1,17-08-2024,Delivered
12717,4429,692,3,17-08-2024,Cancelled
12718,4223,1894,2,17-08-2024,Shipped
12719,2587,3753,1,17-08-2024,Cancelled
12720,86,4658,2,17-08-2024,Cancelled
12721,2451,141,2,17-08-2024,Cancelled
12722,3892,2605,3,17-08-2024,Delivered
12723,1668,4291,2,17-08-2024,Shipped
12724,1248,1310,4,17-08-2024,Processing
12725,594,4366,3,17-08-2024,Shipped
12726,363,4110,5,17-08-2024,Cancelled
12727,4919,19,4,17-08-2024,Shipped
12728,1047,1096,1,17-08-2024,Processing
12729,2123,259,1,17-08-2024,Cancelled
12730,4574,2636,1,17-08-2024,Processing
12731,2754,3068,3,17-08-2024,Delivered
12732,4372,3548,1,17-08-2024,Cancelled
12733,4256,3817,2,17-08-2024,Delivered
12734,3142,3837,1,17-08-2024,Shipped
12735,3300,760,4,17-08-2024,Processing
12736,202,3023,5,17-08-2024,Cancelled
12737,1960,4639,2,17-08-2024,Delivered
12738,500,4398,2,17-08-2024,Processing
12739,2674,2199,5,17-08-2024,Delivered
12740,2592,2039,4,17-08-2024,Processing
12741,3901,1470,2,17-08-2024,Delivered
12742,1395,3591,4,17-08-2024,Processing
12743,4990,3588,3,17-08-2024,Processing
12744,1165,4125,1,17-08-2024,Processing
12745,4594,2281,5,17-08-2024,Shipped
12746,1691,1210,4,17-08-2024,Delivered
12747,4989,3894,5,17-08-2024,Cancelled
12748,2235,563,3,17-08-2024,Processing
12749,4613,4333,1,17-08-2024,Delivered
12750,1054,1978,3,17-08-2024,Shipped
12751,2453,2874,4,17-08-2024,Delivered
12752,3291,3924,2,17-08-2024,Shipped
12753,3414,4383,5,17-08-2024,Cancelled
12754,4750,1429,2,17-08-2024,Shipped
12755,1791,4334,2,17-08-2024,Processing
12756,4009,158,4,17-08-2024,Shipped
12757,918,1863,2,17-08-2024,Delivered
12758,612,3308,1,17-08-2024,Processing
12759,1157,2550,2,17-08-2024,Processing
12760,2414,1990,1,17-08-2024,Delivered
12761,1013,4248,3,17-08-2024,Delivered
12762,4173,2035,5,17-08-2024,Shipped
12763,3045,1786,1,17-08-2024,Cancelled
12764,2857,4892,4,17-08-2024,Shipped
12765,3325,3829,2,17-08-2024,Shipped
12766,2119,2515,4,17-08-2024,Cancelled
12767,3247,3565,4,17-08-2024,Cancelled
12768,870,3117,5,17-08-2024,Cancelled
12769,725,207,5,17-08-2024,Shipped
12770,4560,1798,2,17-08-2024,Delivered
12771,3321,489,1,17-08-2024,Shipped
12772,1660,128,2,17-08-2024,Processing
12773,4375,2568,2,17-08-2024,Delivered
12774,4123,4548,5,17-08-2024,Delivered
12775,3004,1782,1,17-08-2024,Processing
12776,3827,378,2,17-08-2024,Cancelled
12777,56,3849,1,17-08-2024,Processing
12778,1109,3926,5,17-08-2024,Processing
12779,3810,2635,4,17-08-2024,Processing
12780,3243,2129,1,17-08-2024,Shipped
12781,3375,4591,3,17-08-2024,Shipped
12782,4600,3177,2,17-08-2024,Shipped
12783,2108,3866,5,17-08-2024,Processing
12784,147,4273,3,17-08-2024,Cancelled
12785,1178,2333,1,17-08-2024,Processing
12786,390,1007,3,17-08-2024,Shipped
12787,1901,2419,2,17-08-2024,Shipped
12788,2912,195,4,17-08-2024,Processing
12789,949,4626,3,17-08-2024,Shipped
12790,3238,1689,2,17-08-2024,Processing
12791,1024,441,2,17-08-2024,Shipped
12792,340,4915,4,17-08-2024,Shipped
12793,710,4136,2,17-08-2024,Processing
12794,207,1758,1,17-08-2024,Delivered
12795,1653,1873,3,17-08-2024,Cancelled
12796,585,3036,2,17-08-2024,Processing
12797,3833,246,1,17-08-2024,Delivered
12798,2037,1607,4,17-08-2024,Delivered
12799,1462,3599,4,17-08-2024,Delivered
12800,2489,2513,3,17-08-2024,Shipped
12801,1830,3271,3,17-08-2024,Delivered
12802,4879,13,2,17-08-2024,Processing
12803,1202,1702,2,17-08-2024,Cancelled
12804,271,1547,1,17-08-2024,Cancelled
12805,4827,2041,5,17-08-2024,Cancelled
12806,2767,4464,5,17-08-2024,Cancelled
12807,4328,1524,4,17-08-2024,Delivered
12808,2312,2470,3,17-08-2024,Shipped
12809,3248,2469,3,17-08-2024,Delivered
12810,4884,3082,4,17-08-2024,Shipped
12811,178,3863,2,17-08-2024,Shipped
12812,3025,968,5,17-08-2024,Cancelled
12813,1384,4352,2,17-08-2024,Delivered
12814,4811,4086,5,17-08-2024,Delivered
12815,2576,4311,4,17-08-2024,Shipped
12816,396,4552,3,17-08-2024,Shipped
12817,1189,829,5,17-08-2024,Processing
12818,3968,1992,3,17-08-2024,Processing
12819,3342,3786,3,17-08-2024,Processing
12820,640,4613,2,17-08-2024,Delivered
12821,994,1827,2,17-08-2024,Processing
12822,747,4669,1,17-08-2024,Shipped
12823,2533,1236,5,17-08-2024,Processing
12824,939,2925,4,17-08-2024,Shipped
12825,2134,851,1,17-08-2024,Cancelled
12826,1606,2895,1,17-08-2024,Processing
12827,4224,191,2,17-08-2024,Delivered
12828,4527,1259,3,17-08-2024,Processing
12829,1111,2456,1,17-08-2024,Processing
12830,2400,4972,2,17-08-2024,Processing
12831,3276,2256,2,17-08-2024,Processing
12832,51,2837,1,17-08-2024,Cancelled
12833,1060,3875,1,17-08-2024,Shipped
12834,4640,2296,1,17-08-2024,Cancelled
12835,112,4825,2,17-08-2024,Delivered
12836,2793,516,2,17-08-2024,Cancelled
12837,4861,1448,1,17-08-2024,Cancelled
12838,199,1336,1,17-08-2024,Processing
12839,4270,2538,3,17-08-2024,Shipped
12840,2605,2340,1,17-08-2024,Delivered
12841,1467,4491,3,17-08-2024,Cancelled
12842,950,3503,3,17-08-2024,Delivered
12843,1370,1857,4,17-08-2024,Delivered
12844,593,2201,4,17-08-2024,Cancelled
12845,3982,4813,2,17-08-2024,Processing
12846,2100,569,1,17-08-2024,Processing
12847,1805,3263,5,17-08-2024,Cancelled
12848,41,4844,5,17-08-2024,Processing
12849,2910,3004,5,17-08-2024,Delivered
12850,1467,3283,3,17-08-2024,Processing
12851,3654,2279,3,17-08-2024,Processing
12852,761,1064,3,17-08-2024,Cancelled
12853,42,3134,4,17-08-2024,Shipped
12854,2685,4538,1,17-08-2024,Delivered
12855,4205,3773,2,17-08-2024,Cancelled
12856,1319,1269,3,17-08-2024,Delivered
12857,1515,3556,2,17-08-2024,Delivered
12858,109,1418,5,17-08-2024,Cancelled
12859,2579,89,5,17-08-2024,Shipped
12860,2148,2817,1,17-08-2024,Shipped
12861,3285,1793,5,17-08-2024,Delivered
12862,2002,1328,2,17-08-2024,Shipped
12863,533,1666,1,17-08-2024,Delivered
12864,2435,4152,3,17-08-2024,Delivered
12865,568,3830,5,17-08-2024,Processing
12866,2901,4265,1,17-08-2024,Cancelled
12867,573,3140,3,17-08-2024,Processing
12868,1831,4980,4,17-08-2024,Processing
12869,3269,3227,4,17-08-2024,Cancelled
12870,1336,1469,5,17-08-2024,Cancelled
12871,113,4212,3,17-08-2024,Shipped
12872,1052,4072,3,17-08-2024,Delivered
12873,3878,2171,1,17-08-2024,Delivered
12874,3636,3897,1,17-08-2024,Shipped
12875,2634,1096,1,17-08-2024,Processing
12876,4837,427,4,17-08-2024,Processing
12877,326,1668,2,17-08-2024,Delivered
12878,659,303,1,17-08-2024,Delivered
12879,3063,4613,1,17-08-2024,Processing
12880,3146,3667,5,17-08-2024,Shipped
12881,2607,3065,3,17-08-2024,Delivered
12882,3129,4126,3,17-08-2024,Cancelled
12883,2425,1514,1,17-08-2024,Processing
12884,601,4808,4,17-08-2024,Processing
12885,4209,4856,2,17-08-2024,Processing
12886,12,3856,5,17-08-2024,Cancelled
12887,4039,1997,4,17-08-2024,Shipped
12888,3308,1507,5,17-08-2024,Shipped
12889,2185,1788,1,17-08-2024,Processing
12890,951,4691,4,17-08-2024,Shipped
12891,655,4547,2,17-08-2024,Delivered
12892,1955,2309,3,17-08-2024,Processing
12893,4132,3549,4,17-08-2024,Cancelled
12894,956,4493,1,17-08-2024,Cancelled
12895,130,385,1,17-08-2024,Processing
12896,4978,180,1,17-08-2024,Delivered
12897,4020,1147,4,17-08-2024,Processing
12898,622,1506,3,17-08-2024,Shipped
12899,392,2468,1,17-08-2024,Processing
12900,1493,4198,1,17-08-2024,Processing
12901,3853,51,4,17-08-2024,Cancelled
12902,2784,2902,5,17-08-2024,Cancelled
12903,3644,3442,3,17-08-2024,Processing
12904,3265,4131,1,17-08-2024,Processing
12905,3836,2343,5,17-08-2024,Delivered
12906,804,1132,1,17-08-2024,Shipped
12907,3109,3088,4,17-08-2024,Processing
12908,3855,3859,5,17-08-2024,Delivered
12909,250,3993,5,17-08-2024,Delivered
12910,4097,1238,2,17-08-2024,Shipped
12911,4878,2794,1,17-08-2024,Cancelled
12912,2349,4922,3,17-08-2024,Processing
12913,3832,809,2,17-08-2024,Delivered
12914,186,1720,4,17-08-2024,Processing
12915,1773,2319,2,17-08-2024,Shipped
12916,860,3360,3,17-08-2024,Processing
12917,2838,2191,1,17-08-2024,Cancelled
12918,1597,2043,1,17-08-2024,Cancelled
12919,4024,2843,5,17-08-2024,Shipped
12920,4145,2157,5,17-08-2024,Shipped
12921,500,1293,4,17-08-2024,Delivered
12922,3984,2985,2,17-08-2024,Shipped
12923,3560,1970,5,17-08-2024,Shipped
12924,2390,2312,5,17-08-2024,Processing
12925,4996,1463,5,17-08-2024,Cancelled
12926,4517,1653,2,17-08-2024,Shipped
12927,1194,1516,3,17-08-2024,Delivered
12928,143,3407,1,17-08-2024,Delivered
12929,4466,770,4,17-08-2024,Cancelled
12930,2758,3897,1,17-08-2024,Shipped
12931,940,4424,1,17-08-2024,Shipped
12932,4782,3463,5,17-08-2024,Shipped
12933,1486,1273,2,17-08-2024,Shipped
12934,3653,2193,4,17-08-2024,Cancelled
12935,1152,3636,1,17-08-2024,Delivered
12936,2039,2876,3,17-08-2024,Processing
12937,4718,3902,1,17-08-2024,Processing
12938,592,1745,5,17-08-2024,Processing
12939,4370,1068,2,17-08-2024,Processing
12940,4447,1444,5,17-08-2024,Processing
12941,4773,2206,4,17-08-2024,Cancelled
12942,4584,3844,2,17-08-2024,Cancelled
12943,936,1683,3,17-08-2024,Processing
12944,2545,1468,4,17-08-2024,Shipped
12945,1273,815,2,17-08-2024,Processing
12946,3520,3646,2,17-08-2024,Shipped
12947,4366,2918,1,17-08-2024,Delivered
12948,1851,1888,3,17-08-2024,Delivered
12949,4428,146,1,17-08-2024,Processing
12950,927,1054,1,17-08-2024,Cancelled
12951,1645,3957,1,17-08-2024,Processing
12952,1268,1685,3,17-08-2024,Processing
12953,1729,4845,3,17-08-2024,Processing
12954,97,734,3,17-08-2024,Cancelled
12955,2011,3325,5,17-08-2024,Delivered
12956,4324,3073,2,17-08-2024,Delivered
12957,1722,3054,4,17-08-2024,Delivered
12958,729,366,2,17-08-2024,Delivered
12959,706,2393,3,17-08-2024,Processing
12960,4125,890,2,17-08-2024,Cancelled
12961,438,1553,1,17-08-2024,Processing
12962,2492,3395,4,17-08-2024,Processing
12963,4564,4657,4,17-08-2024,Cancelled
12964,3873,3728,1,17-08-2024,Shipped
12965,703,188,5,17-08-2024,Shipped
12966,490,2513,2,17-08-2024,Cancelled
12967,4232,4473,5,17-08-2024,Cancelled
12968,3676,18,3,17-08-2024,Cancelled
12969,738,4390,4,17-08-2024,Cancelled
12970,3368,2065,3,17-08-2024,Cancelled
12971,4355,3151,3,17-08-2024,Processing
12972,1656,4412,5,17-08-2024,Shipped
12973,2034,4651,2,17-08-2024,Processing
12974,1506,275,2,17-08-2024,Delivered
12975,4843,238,4,17-08-2024,Cancelled
12976,370,1787,2,17-08-2024,Delivered
12977,1192,4640,3,17-08-2024,Delivered
12978,4706,1007,4,17-08-2024,Processing
12979,3019,2349,2,17-08-2024,Delivered
12980,791,3913,4,17-08-2024,Processing
12981,4379,3136,3,17-08-2024,Processing
12982,117,1873,3,17-08-2024,Delivered
12983,4034,2280,3,17-08-2024,Cancelled
12984,63,4975,4,17-08-2024,Cancelled
12985,824,678,5,17-08-2024,Shipped
12986,1597,2804,1,17-08-2024,Cancelled
12987,4336,4184,3,17-08-2024,Cancelled
12988,3084,1602,5,17-08-2024,Shipped
12989,4591,1215,4,17-08-2024,Shipped
12990,4802,158,5,17-08-2024,Cancelled
12991,4349,3000,5,17-08-2024,Processing
12992,333,4204,2,17-08-2024,Delivered
12993,27,4772,1,17-08-2024,Delivered
12994,4620,836,1,17-08-2024,Delivered
12995,3669,2214,1,17-08-2024,Delivered
12996,1200,1972,2,17-08-2024,Delivered
12997,2896,1037,4,17-08-2024,Processing
12998,2447,2468,2,17-08-2024,Processing
12999,329,4450,3,17-08-2024,Processing
13000,3648,4248,1,17-08-2024,Cancelled
13001,670,4071,2,17-08-2024,Cancelled
13002,1780,4839,4,17-08-2024,Processing
13003,2587,4648,4,17-08-2024,Processing
13004,1876,3720,2,17-08-2024,Cancelled
13005,4787,910,1,17-08-2024,Delivered
13006,1626,4472,2,17-08-2024,Shipped
13007,126,3377,5,17-08-2024,Processing
13008,2948,4052,2,17-08-2024,Delivered
13009,3354,4364,5,17-08-2024,Processing
13010,4121,1982,1,17-08-2024,Shipped
13011,2339,681,3,17-08-2024,Shipped
13012,1866,4149,2,17-08-2024,Cancelled
13013,1450,2084,3,17-08-2024,Processing
13014,962,2615,5,17-08-2024,Delivered
13015,540,2209,2,17-08-2024,Shipped
13016,4660,850,1,17-08-2024,Delivered
13017,4555,3706,5,17-08-2024,Cancelled
13018,3429,3129,4,17-08-2024,Processing
13019,4505,303,2,17-08-2024,Delivered
13020,888,2943,2,17-08-2024,Delivered
13021,251,3111,5,17-08-2024,Delivered
13022,732,4934,2,17-08-2024,Processing
13023,2845,1092,1,17-08-2024,Shipped
13024,4893,2367,2,17-08-2024,Processing
13025,3808,2137,4,17-08-2024,Processing
13026,3126,942,5,17-08-2024,Shipped
13027,3689,1696,3,17-08-2024,Cancelled
13028,2391,819,5,17-08-2024,Shipped
13029,1959,2855,5,17-08-2024,Processing
13030,4939,1783,4,17-08-2024,Shipped
13031,1165,2249,2,17-08-2024,Delivered
13032,3895,592,3,17-08-2024,Processing
13033,3313,3125,2,17-08-2024,Delivered
13034,1968,4896,4,17-08-2024,Processing
13035,4842,1367,5,17-08-2024,Cancelled
13036,3068,2,2,17-08-2024,Delivered
13037,815,2794,5,17-08-2024,Shipped
13038,3468,2472,2,17-08-2024,Shipped
13039,1535,3851,4,17-08-2024,Shipped
13040,2312,3671,5,17-08-2024,Shipped
13041,73,3210,5,17-08-2024,Cancelled
13042,4140,2152,5,17-08-2024,Shipped
13043,666,43,4,17-08-2024,Shipped
13044,1626,1403,5,17-08-2024,Cancelled
13045,963,2897,4,17-08-2024,Processing
13046,3497,1400,3,17-08-2024,Delivered
13047,1963,638,5,17-08-2024,Delivered
13048,3023,2256,4,17-08-2024,Cancelled
13049,307,4325,3,17-08-2024,Cancelled
13050,3462,1524,4,17-08-2024,Cancelled
13051,3035,2345,5,17-08-2024,Cancelled
13052,2899,4493,2,17-08-2024,Processing
13053,1691,4574,5,17-08-2024,Processing
13054,4569,3250,5,17-08-2024,Delivered
13055,1069,599,4,17-08-2024,Delivered
13056,1949,880,3,17-08-2024,Processing
13057,4721,4312,3,17-08-2024,Shipped
13058,4724,1862,3,17-08-2024,Delivered
13059,3992,797,1,17-08-2024,Cancelled
13060,4710,2925,5,17-08-2024,Processing
13061,1916,2256,5,17-08-2024,Shipped
13062,3595,3232,3,17-08-2024,Shipped
13063,1365,3228,5,17-08-2024,Delivered
13064,2919,124,5,17-08-2024,Processing
13065,2383,2365,1,17-08-2024,Shipped
13066,1544,1815,5,17-08-2024,Processing
13067,3129,1514,1,17-08-2024,Shipped
13068,1618,1579,2,17-08-2024,Delivered
13069,260,666,1,17-08-2024,Delivered
13070,2550,4449,3,17-08-2024,Cancelled
13071,1340,4738,1,17-08-2024,Processing
13072,2312,830,1,17-08-2024,Cancelled
13073,926,222,4,17-08-2024,Delivered
13074,1027,777,4,17-08-2024,Processing
13075,2820,2388,3,17-08-2024,Delivered
13076,2953,2468,1,17-08-2024,Delivered
13077,2995,1489,5,17-08-2024,Shipped
13078,275,1139,2,17-08-2024,Cancelled
13079,1417,1349,5,17-08-2024,Processing
13080,3598,1099,2,17-08-2024,Processing
13081,2649,2248,2,17-08-2024,Delivered
13082,1265,1492,2,17-08-2024,Processing
13083,1359,2420,2,17-08-2024,Cancelled
13084,3039,1282,2,17-08-2024,Delivered
13085,3628,1267,5,17-08-2024,Cancelled
13086,2977,4307,1,17-08-2024,Cancelled
13087,969,4242,5,17-08-2024,Cancelled
13088,1306,4282,1,17-08-2024,Processing
13089,1634,1002,2,17-08-2024,Cancelled
13090,3730,884,1,17-08-2024,Cancelled
13091,3652,1521,5,17-08-2024,Processing
13092,1744,1637,1,17-08-2024,Shipped
13093,1167,3767,1,17-08-2024,Processing
13094,1559,2050,5,17-08-2024,Shipped
13095,3738,3189,3,17-08-2024,Shipped
13096,3416,1023,3,17-08-2024,Delivered
13097,1005,802,5,17-08-2024,Delivered
13098,4103,2648,1,17-08-2024,Delivered
13099,2417,4796,1,17-08-2024,Processing
13100,603,1078,5,17-08-2024,Delivered
13101,4084,4496,1,17-08-2024,Delivered
13102,3379,666,2,17-08-2024,Delivered
13103,316,4664,4,17-08-2024,Shipped
13104,2537,104,4,17-08-2024,Processing
13105,4926,215,5,17-08-2024,Processing
13106,4581,3873,3,17-08-2024,Shipped
13107,3082,167,2,17-08-2024,Cancelled
13108,1663,3256,1,17-08-2024,Cancelled
13109,927,4062,2,17-08-2024,Shipped
13110,1331,4705,1,17-08-2024,Delivered
13111,486,417,3,17-08-2024,Shipped
13112,4548,4035,1,17-08-2024,Processing
13113,2357,575,2,17-08-2024,Processing
13114,1595,4747,3,17-08-2024,Processing
13115,528,957,2,17-08-2024,Shipped
13116,4928,1688,5,17-08-2024,Delivered
13117,3462,2191,3,17-08-2024,Processing
13118,2397,1516,1,17-08-2024,Cancelled
13119,3397,4980,3,17-08-2024,Processing
13120,306,4135,4,17-08-2024,Delivered
13121,3777,4176,2,17-08-2024,Cancelled
13122,862,1778,1,17-08-2024,Processing
13123,4289,4616,5,17-08-2024,Shipped
13124,2536,4530,2,17-08-2024,Cancelled
13125,4031,3154,5,17-08-2024,Processing
13126,3746,3353,4,17-08-2024,Shipped
13127,1606,3640,4,17-08-2024,Delivered
13128,4168,945,1,17-08-2024,Cancelled
13129,1600,3684,5,17-08-2024,Shipped
13130,2736,3315,5,17-08-2024,Processing
13131,3640,4081,1,17-08-2024,Shipped
13132,1269,3650,2,17-08-2024,Processing
13133,3323,888,3,17-08-2024,Processing
13134,4566,1417,2,17-08-2024,Shipped
13135,3610,1671,4,17-08-2024,Shipped
13136,4511,1582,5,17-08-2024,Cancelled
13137,2048,2009,4,17-08-2024,Cancelled
13138,2425,2391,2,17-08-2024,Shipped
13139,37,3379,4,17-08-2024,Processing
13140,811,3835,2,17-08-2024,Shipped
13141,2767,2769,4,17-08-2024,Processing
13142,1923,2940,3,17-08-2024,Delivered
13143,675,3024,5,17-08-2024,Processing
13144,4529,4843,4,17-08-2024,Cancelled
13145,2058,579,3,17-08-2024,Processing
13146,868,2844,3,17-08-2024,Delivered
13147,4655,2780,3,17-08-2024,Processing
13148,1303,3464,5,17-08-2024,Shipped
13149,3561,2727,4,17-08-2024,Processing
13150,3256,3048,2,17-08-2024,Cancelled
13151,160,930,5,17-08-2024,Cancelled
13152,2379,1010,2,17-08-2024,Processing
13153,2826,2752,4,17-08-2024,Processing
13154,836,4839,3,17-08-2024,Processing
13155,514,4775,5,17-08-2024,Shipped
13156,218,961,1,17-08-2024,Cancelled
13157,2768,2183,2,17-08-2024,Processing
13158,4310,916,5,17-08-2024,Shipped
13159,1605,1964,1,17-08-2024,Shipped
13160,182,2303,2,17-08-2024,Delivered
13161,129,1730,5,17-08-2024,Shipped
13162,130,4697,4,17-08-2024,Shipped
13163,2354,4144,2,17-08-2024,Delivered
13164,3971,4960,3,17-08-2024,Cancelled
13165,806,1020,1,17-08-2024,Delivered
13166,3320,3474,5,17-08-2024,Cancelled
13167,4445,3372,1,17-08-2024,Processing
13168,3068,622,5,17-08-2024,Shipped
13169,2966,3149,3,17-08-2024,Processing
13170,2397,3622,5,17-08-2024,Processing
13171,3408,1953,3,17-08-2024,Cancelled
13172,3135,1554,3,17-08-2024,Cancelled
13173,4510,1417,1,17-08-2024,Processing
13174,3955,1942,1,17-08-2024,Delivered
13175,2195,310,1,17-08-2024,Delivered
13176,126,3043,4,17-08-2024,Delivered
13177,3861,3418,3,17-08-2024,Delivered
13178,2806,4836,1,17-08-2024,Processing
13179,560,58,3,17-08-2024,Cancelled
13180,822,3276,1,17-08-2024,Cancelled
13181,2407,4552,2,17-08-2024,Processing
13182,2143,3971,2,17-08-2024,Delivered
13183,1750,1976,3,17-08-2024,Shipped
13184,4148,4106,3,17-08-2024,Cancelled
13185,3431,3865,1,17-08-2024,Delivered
13186,1533,1232,4,17-08-2024,Cancelled
13187,3899,2946,3,17-08-2024,Shipped
13188,1671,3338,3,17-08-2024,Delivered
13189,1477,3341,4,17-08-2024,Processing
13190,3638,4771,5,17-08-2024,Shipped
13191,2576,3874,2,17-08-2024,Shipped
13192,1539,1974,1,17-08-2024,Cancelled
13193,4263,4412,5,17-08-2024,Delivered
13194,1242,2702,5,17-08-2024,Delivered
13195,4389,614,3,17-08-2024,Shipped
13196,4831,2357,2,17-08-2024,Delivered
13197,1068,2805,1,17-08-2024,Shipped
13198,4297,2925,3,17-08-2024,Delivered
13199,3965,636,2,17-08-2024,Processing
13200,33,2328,4,17-08-2024,Cancelled
13201,1975,4148,3,17-08-2024,Delivered
13202,4791,4812,1,17-08-2024,Shipped
13203,4589,2848,3,17-08-2024,Cancelled
13204,2000,1677,5,17-08-2024,Shipped
13205,3666,2502,4,17-08-2024,Delivered
13206,3760,2730,2,17-08-2024,Processing
13207,2376,1742,2,17-08-2024,Delivered
13208,2233,3976,2,17-08-2024,Cancelled
13209,689,2017,3,17-08-2024,Shipped
13210,4699,2135,2,17-08-2024,Processing
13211,898,3304,5,17-08-2024,Shipped
13212,2220,2025,1,17-08-2024,Shipped
13213,996,1372,3,17-08-2024,Shipped
13214,4113,3437,2,17-08-2024,Processing
13215,2784,3199,2,17-08-2024,Processing
13216,106,1104,3,17-08-2024,Delivered
13217,3249,1943,1,17-08-2024,Shipped
13218,4202,3572,2,17-08-2024,Cancelled
13219,217,2110,1,17-08-2024,Delivered
13220,2635,1839,1,17-08-2024,Delivered
13221,3713,3779,5,17-08-2024,Shipped
13222,4420,1018,4,17-08-2024,Cancelled
13223,4795,207,2,17-08-2024,Delivered
13224,1313,3003,3,17-08-2024,Processing
13225,4122,41,3,17-08-2024,Processing
13226,828,1494,1,17-08-2024,Delivered
13227,4545,891,1,17-08-2024,Processing
13228,2290,2318,1,17-08-2024,Processing
13229,1315,4203,3,17-08-2024,Processing
13230,248,2559,4,17-08-2024,Cancelled
13231,2468,3900,2,17-08-2024,Delivered
13232,352,4690,5,17-08-2024,Shipped
13233,682,1229,1,17-08-2024,Delivered
13234,2901,3519,5,17-08-2024,Delivered
13235,3459,1173,1,17-08-2024,Cancelled
13236,2409,92,3,17-08-2024,Shipped
13237,2012,4240,4,17-08-2024,Shipped
13238,4389,382,5,17-08-2024,Cancelled
13239,3060,1975,1,17-08-2024,Processing
13240,4970,4291,3,17-08-2024,Shipped
13241,2677,4852,3,17-08-2024,Shipped
13242,311,664,3,17-08-2024,Cancelled
13243,933,4820,5,17-08-2024,Processing
13244,228,1798,2,17-08-2024,Shipped
13245,2141,839,5,17-08-2024,Processing
13246,859,1916,1,17-08-2024,Delivered
13247,3300,2822,1,17-08-2024,Delivered
13248,2118,2340,2,17-08-2024,Cancelled
13249,3874,3415,4,17-08-2024,Shipped
13250,1177,2087,1,17-08-2024,Shipped
13251,805,1868,5,17-08-2024,Delivered
13252,2370,1931,5,17-08-2024,Shipped
13253,1191,1416,5,17-08-2024,Processing
13254,2742,3489,1,17-08-2024,Cancelled
13255,2707,1980,2,17-08-2024,Delivered
13256,1578,658,5,17-08-2024,Shipped
13257,3645,1789,3,17-08-2024,Cancelled
13258,4961,4810,1,17-08-2024,Delivered
13259,661,783,2,17-08-2024,Cancelled
13260,4618,1185,4,17-08-2024,Cancelled
13261,326,1291,1,17-08-2024,Processing
13262,2206,4099,4,17-08-2024,Delivered
13263,4580,958,5,17-08-2024,Cancelled
13264,1280,847,2,17-08-2024,Delivered
13265,3316,4007,4,17-08-2024,Processing
13266,2262,4081,3,17-08-2024,Shipped
13267,1676,679,2,17-08-2024,Processing
13268,517,1217,5,17-08-2024,Shipped
13269,82,1658,1,17-08-2024,Delivered
13270,1907,4346,3,17-08-2024,Delivered
13271,3389,3961,4,17-08-2024,Delivered
13272,4619,4363,3,17-08-2024,Cancelled
13273,2383,4270,3,17-08-2024,Shipped
13274,3747,3275,4,17-08-2024,Cancelled
13275,3067,4606,5,17-08-2024,Delivered
13276,4408,4676,1,17-08-2024,Delivered
13277,1522,2039,1,17-08-2024,Cancelled
13278,2498,3137,1,17-08-2024,Cancelled
13279,633,2510,1,17-08-2024,Processing
13280,895,1798,1,17-08-2024,Delivered
13281,1605,750,1,17-08-2024,Delivered
13282,118,189,4,17-08-2024,Processing
13283,1652,1268,2,17-08-2024,Delivered
13284,103,1949,5,17-08-2024,Shipped
13285,2914,101,2,17-08-2024,Cancelled
13286,1807,2106,2,17-08-2024,Processing
